"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1991","60758926","翼享移動有限公司","臺北市萬華區中華路1段106號8樓","王子維","600000","1140502"
"1992","60758931","敦惟鎂生醫股份有限公司","臺北市內湖區瑞光路335號3樓","張鎮中","300000","1140501"
"1993","60758947","字旅有限公司","臺北市信義區光復南路523號5樓之1","葉小慧","300000","1140502"
"1994","60758952","巫托邦數位科技有限公司","臺北市中山區錦州街46號9樓之3","巫俊彥","1000000","1140502"
"1995","60758968","凱皇食品有限公司","臺北市信義區仁愛路4段458號1樓","陳浩凱","500000","1140501"
"1996","60758974","旭飛數位有限公司","臺北市大同區長安西路78巷4弄1之1號","鄭琳潔","500000","1140502"
"1997","60758989","山夏國際娛樂有限公司","臺北市大安區大安路1段224巷11號","呂宛蓉","200000","1140502"
"1998","60758995","圓周率運動行銷有限公司","臺北市中正區漢口街1段3號7樓","孫經緯","200000","1140502"
"1999","60759002","滙金投資有限公司","臺北市中正區重慶南路1段10號8樓之15","洪怡婷","500000","1140502"
"2000","60759018","喬鴻有限公司","臺北市大同區太原路50號2樓","沈子鴻","100000","1140502"
"2001","60759024","智界創新股份有限公司","臺北市中山區南京東路1段15號3樓","張志美","5000000","1140502"
"2002","60759039","青邸置業國際不動產有限公司","臺北市大安區忠孝東路4段300號5樓","張芸榛","1000000","1140502"
"2003","60759045","恊宏長期照顧服務有限公司","臺北市士林區重慶北路4段250號4樓","張麗環","1500000","1140502"
"2004","60759066","宇采國際有限公司","臺北市信義區忠孝東路5段482號14樓之4","謝明葵","500000","1140502"
"2005","60759072","璟澄有限公司","臺北市信義區忠孝東路5段510號3樓之9","楊凱翔","600000","1140502"
"2006","60759087","浩川有限公司","臺北市大同區大龍街159巷22號1樓","張賜福","1000000","1140502"
"2007","60759093","唐老鴨清潔有限公司","臺北市松山區南京東路4段1號8樓","陳弘磬","1000000","1140502"
"2008","60759100","意拾股份有限公司","臺北市大安區信義路2段88號11樓","劉貞宜","100000","1140502"
"2009","60759116","雋墨傳媒有限公司","臺北市中山區民生東路1段43號9樓","賴駿良","200000","1140502"
"2010","60759122","直人企業管理顧問股份有限公司","臺北市中正區金山北路1號6樓之3","陳世佳","500000","1140502"
"2011","60759137","瑞德視聽控制有限公司","臺北市松山區八德路4段765號8樓之2","陳昱廷","1000000","1140505"
"2012","60759143","首邁實業有限公司","臺北市內湖區瑞光路168號9樓","朱振海","5000000","1140502"
"2013","60759164","永望貿易有限公司","臺北市大同區西寧北路37號6樓","李宗穎","1000000","1140502"
"2014","60759170","橙上室內裝修設計有限公司","臺北市大安區敦化南路2段1號4樓","秦偉庭","1000000","1140502"
"2015","60759185","知繪科技有限公司","臺北市中山區復興北路58號12樓","陸天駿","250000","1140505"
"2016","60759191","安馨生殖有限公司","臺北市大安區新生南路3段25巷3號","林嘉珍","1000000","1140502"
"2017","60759208","卓踐健康顧問有限公司","臺北市大安區復興南路1段243號6樓","張素華","1000000","1140505"
"2018","60759214","奕氣呵茶有限公司","臺北市大安區信義路4段256號","林奕達","5500000","1140502"
"2019","60759220","律美投資有限公司","臺北市松山區復興北路201號9樓之2","張榮華","10000000","1140505"
"2020","60759235","凰上旅行社有限公司","臺北市中山區復興北路170號12樓","陳建良","1200000","1140505"
"2021","60759241","煦川企業有限公司","臺北市萬華區漢中街2號2樓","胡惟翔","1000000","1140505"
"2022","60759256","大磊公寓大廈管理維護股份有限公司","臺北市南港區研究院路2段35巷31號1樓","郭永昌","10000000","1140505"
"2023","60759262","耀汶科技股份有限公司","臺北市萬華區中華路一段106號8樓","饒旻汶","150000","1140505"
"2024","60759278","怡良和投資有限公司","臺北市松山區光復北路11巷44號7樓","林秀玲","2000000","1140505"
"2025","60759283","晨明資本有限公司","臺北市中山區民權西路53號16樓","翁曉薇","2000000","1140505"
"2026","60759299","來來停車場有限公司","臺北市大安區忠孝東路4段177號13樓之1","胡友志","1000000","1140505"
"2027","60759312","新銓富有限公司","臺北市大同區重慶北路1段22之1號","濮欣怡","200000","1140505"
"2028","60759328","波波卡弟有限公司","臺北市士林區忠誠路2段3號13樓","陳志堯","500000","1140505"
"2029","60759333","唐政電腦有限公司","臺北市大安區忠孝東路3段303號6樓之1","黨治政","1000000","1140505"
"2030","60759349","詠樂健康生技有限公司","臺北市士林區大南路403號1樓","楊永枝","100000","1140505"
"2031","60759354","威康達有限公司","臺北市松山區民權東路3段142號9樓之6","何偉廉","100000","1140505"
"2032","60759360","永輝跨境專業服務股份有限公司","臺北市中山區長春路378號6樓","陳中成","1000000","1140505"
"2033","60759376","普通人設計有限公司","臺北市文山區秀明路2段3號2樓","苑張素珠","100000","1140505"
"2034","60759381","吉興顧問有限公司","臺北市大安區羅斯福路3段29號6樓","何亦紘","300000","1140506"
"2035","60759397","星序國際有限公司","臺北市信義區松德路65號11樓之2","楊朋駿","200000","1140505"
"2036","60759404","天展鈞創投資有限公司","臺北市松山區民權東路3段106巷15弄12號","石展綱","1000000","1140505"
"2037","60759410","天禹投資有限公司","臺北市松山區民權東路3段106巷15弄12號","鍾莉真","1000000","1140505"
"2038","60759426","天右投資有限公司","臺北市松山區民權東路3段106巷15弄12號","周雋祐","500000","1140505"
"2039","60759431","首合興業有限公司","臺北市內湖區民權東路6段298號7樓","朱錫璋","5000000","1140505"
"2040","60759447","蔚方有限公司","臺北市北投區大興街64號","鐘仁謙","1200000","1140505"
"2041","60759452","流光序端有限公司","臺北市松山區慶城街16巷6號4樓之1","彭郁婷","10000","1140505"
"2042","60759468","一日軟體有限公司","臺北市中山區南京東路2段150號2樓","江仁豪","100000","1140505"
"2043","60759489","活著就好有限公司","臺北市大安區信義路4段210號11樓","黃友立","200000","1140505"
"2044","60759495","衍澈顧問有限公司","臺北市大安區羅斯福路2段101巷2號5樓","何怡慧","300000","1140505"
"2045","60759501","建榮投資顧問股份有限公司","臺北市中正區南陽街1號5樓","莊睿之","500000","1140506"
"2046","60759517","智能時代科技有限公司","臺北市信義區基隆路1段394號7樓","吳岳樺","5000000","1140506"
"2047","60759523","金獅電影有限公司","臺北市大安區忠孝東路4段71之5號6樓","彼安娜","500000","1140505"
"2048","60759538","芝玫蛋糕股份有限公司","臺北市士林區德行東路89號","蔡益稐","950000","1140506"
"2049","60759559","萬賜宏地產股份有限公司","臺北市松山區敦化北路167號17樓","蔡裕隆","10000","1140505"
"2050","60759565","捷律有限公司","臺北市中山區中山北路2段46號12樓","楊捷","100000","1140506"
"2051","60759571","潮極股份有限公司","臺北市中正區衡陽路10號7樓","何俊億","100000","1140505"
"2052","60759586","有睿建設股份有限公司","臺北市中山區松江路168號10樓","魏瑞伯","25000000","1140506"
"2053","60759592","廣鈦有限公司","臺北市士林區中正路118之1號7樓","陳華宗","2000000","1140506"
"2054","60759609","艾蛋糕有限公司","臺北市萬華區西寧南路70號地下1層之28","楊筑珺","100000","1140506"
"2055","60759615","禾盛國際投資顧問股份有限公司","臺北市內湖區內湖路1段66號6樓","Chun- Chieh Wei","10000000","1140506"
"2056","60759621","駐億股份有限公司","臺北市中正區金山北路1號1樓及2樓","陳冠廷","10000000","1140506"
"2057","60759636","沐光資訊有限公司","臺北市南港區成福路178巷2號","曾茵綺","200000","1140506"
"2058","60759642","唯研系有限公司","臺北市大安區和平東路3段450號3樓之1","詹翊雯","500000","1140506"
"2059","60759657","來財國際有限公司","臺北市大安區忠孝東路4段223巷75號1樓","吳彥杰","6400000","1140507"
"2060","60759663","三傑科技有限公司","臺北市大安區信義路4段1號2樓","陳盈潮","5000000","1140506"
"2061","60759679","叩叩出版有限公司","臺北市中正區忠孝東路2段80號9樓","劉尚賢","300000","1140506"
"2062","60759690","八八六運動訓練有限公司","臺北市松山區敦化南路1段2號6樓","柯民翰 Michael John Corsini","500000","1140506"
"2063","60759707","巧術有限公司","臺北市信義區松德路93號1樓","張至訢","500000","1140506"
"2064","60759713","德富文教有限公司","臺北市信義區松隆路159巷3號4樓","吳宏德","100000","1140506"
"2065","60759729","永安萊有限公司","臺北市中山區松江路54號9樓之2","黃容津","200000","1140506"
"2066","60759734","裕普風能控股股份有限公司","臺北市大安區敦化南路2段207號29樓","徐國安","1000000","1140506"
"2067","60759755","培成國際有限公司","臺北市中正區青島東路7號2樓之1","黃仁義","2000000","1140506"
"2068","60759761","勤海亞太控股股份有限公司","臺北市大安區安和路1段27號15樓","李文瀚","1060800","1140506"
"2069","60759777","燦枂文創實業有限公司","臺北市大安區忠孝東路4段169號12樓之1","陳開堯","1000000","1140506"
"2070","60759782","軒沐有限公司","臺北市中山區新生北路2段96號2樓之9","黃如翊","300000","1140506"
"2071","60759798","聿祥有限公司","臺北市中正區館前路34號11樓","彭聿岑","500000","1140506"
"2072","60759805","天成文化有限公司","臺北市南港區重陽路63號7樓之8","王幼辰","500000","1140506"
"2073","60759811","昀果國際貿易有限公司","臺北市大同區南京西路163號2樓之38","李欣怡","1000000","1140506"
"2074","60759827","豐和蔚蔚有限公司","臺北市中山區松江路315號11樓","林萱穎","100000","1140506"
"2075","60759832","帝豪矩陣行銷有限公司","臺北市中正區中華路1段59號9樓","李元廷","100000","1140506"
"2076","60759848","奎唱新股份有限公司","臺北市信義區基隆路2段39巷20號","楊智華","100000","1140506"
"2077","60759853","人間三國際事業有限公司","臺北市大安區仁愛路3段26號5樓","紀祥雲","2000000","1140506"
"2078","60759869","映知科技有限公司","臺北市萬華區西寧南路71巷6號1樓","林冠燁","100000","1140506"
"2079","60759875","愛青能有限公司","臺北市中正區衡陽路10號7樓","楊文彬","50000","1140506"
"2080","60759880","三隻虎有限公司","臺北市中山區復興北路70號9樓之1","楊宗憲","100000","1140507"
"2081","60759896","冉冉國際地產有限公司","臺北市大安區忠孝東路3段303號2樓之2","陳榮宗","1000000","1140506"
"2082","60759903","景秀美利有限公司","臺北市中山區松江路22號8樓","王景祥","500000","1140506"
"2083","60759919","湧流貿易有限公司","臺北市中山區龍江路37巷24號5樓","吳健綸","1000000","1140507"
"2084","60759925","欣契機股份有限公司","臺北市北投區尊賢街218巷23弄6號2樓","謝欣蓉","500000","1140507"
"2085","60759930","哇福袋科技有限公司","臺北市松山區南京東路4段19號2樓之2","黃淮軒","500000","1140508"
"2086","60759946","本養有限公司","臺北市士林區中正路238號1樓","陳柏安","100000","1140506"
"2087","60759951","辰昀有限公司","臺北市信義區基隆路2段131之25號","陳奕辰","2000000","1140506"
"2088","60759967","宇皇有限公司","臺北市松山區八德路四段699號5樓之3","孫于凱","400000","1140506"
"2089","60759973","萬貞投資有限公司","臺北市大同區民權西路205號5樓之1","林俊傑","1000000","1140506"
"2090","60759988","貝智國際有限公司","臺北市內湖區洲子街55號4樓","張艷華","1000000","1140506"
"2091","60759994","杉衫貿易有限公司","臺北市信義區松山路149巷11號1樓","廖育祥","100000","1140507"
"2092","60760009","特方舟貿易有限公司","臺北市大同區南京西路76號5樓","金永鎮","500000","1140506"
"2093","60760015","像素維度有限公司","臺北市大同區長安西路78巷4弄1之1號","陳達生","1500000","1140507"
"2094","60760021","承石實業股份有限公司","臺北市中山區復興北路400號9樓之6","劉淑蓮","6000000","1140506"
"2095","60760036","萌物有限公司","臺北市大安區信義路4段210號11樓","孫俊宏","6000000","1140506"
"2096","60760042","一學就會圖書教具進口有限公司","臺北市中山區明水路672巷38號7樓","羅世淼","100000","1140507"
"2097","60760057","麥格國際設計顧問有限公司","臺北市信義區基隆路2段133號6樓","莫炎明","200000","1140506"
"2098","60760063","築屋企業有限公司","臺北市大安區信義路4段60之66號3樓","陳廷宇","100000","1140507"
"2099","60760079","天璽餐飲股份有限公司","臺北市大安區忠孝東路4段169號6樓之1","蘇雲嶢","30000000","1140507"
"2100","60760090","智造顧問股份有限公司","臺北市文山區萬壽路25巷9號","張裕惠","6000000","1140507"
"2101","60760107","萬物生光吧有限公司","臺北市信義區信義路4段415號14樓之1","傅子芸","528000","1140507"
"2102","60760113","逸星閣有限公司","臺北市萬華區中華路1段106號8樓","吳依萍","30000","1140507"
"2103","60760129","潔仕管家有限公司","臺北市內湖區新明路174巷10號1樓","譚中惠","500000","1140507"
"2104","60760134","邑直上國際開發工程股份有限公司","臺北市信義區光復南路495號4樓","耿玉琢","2000000","1140508"
"2105","60760140","三點創新有限公司","臺北市中正區忠孝西路1段33號7樓","林東寬","33333","1140507"
"2106","60760155","圓蘊有限公司","臺北市中山區長安東路2段80號10樓之1","呂宥瑩","250000","1140507"
"2107","60760161","格舒國際設計有限公司","臺北市大同區南京西路62號7樓","陳琬婷","500000","1140507"
"2108","60760177","美鑫光電股份有限公司","臺北市信義區松高路1號10樓之1","林麗珍","3000000","1140507"
"2109","60760182","原人娛樂有限公司","臺北市萬華區中華路1段106號8樓","何宗展","500000","1140507"
"2110","60760198","台灣智儲科技有限公司","臺北市中山區南京東路2段6號3樓","楊廸生","1000000","1140507"
"2111","60760205","水慕夏海洋事業有限公司","臺北市士林區天玉街3號2樓","文美玲","200000","1140507"
"2112","60760211","耐斯卡有限公司","臺北市大安區安東街40巷5號1樓","楊存仁","1000000","1140507"
"2113","60760227","富釤有限公司","臺北市士林區中山北路6段405巷84號3樓","陳建志","2000000","1140507"
"2114","60760232","月映影像有限公司","臺北市大安區延吉街153之10號地下","蔡承諺","1000000","1140508"
"2115","60760248","潛戴夫國際有限公司","臺北市中山區民權東路2段135巷20弄9號","劉彥霈","500000","1140507"
"2116","60760253","燿廷國際股份有限公司","臺北市信義區基隆路1段155號14樓之5","陳柏廷","500000","1140507"
"2117","60760269","永珩汽車租賃有限公司","臺北市大同區承德路2段114號1樓","關雅惠","5000000","1140507"
"2118","60760275","永馨國際股份有限公司","臺北市大安區忠孝東路4段71之5號6樓","許博云","5000000","1140507"
"2119","60760280","昱珉科技有限公司","臺北市信義區松德路161號13樓之2","黃偉珉","390000","1140507"
"2120","60760296","太學崇德股份有限公司","臺北市南港區園區街3之1號4樓","劉俊杰","6000000","1140507"
"2121","60760303","洺帆有限公司","臺北市中山區錦州街46號9樓之5","林若庭","1000000","1140507"
"2122","60760319","晨洸國際有限公司","臺北市信義區基隆路2段133號6樓","蔡辰謚","1000000","1140507"
"2123","60760325","永奕榮有限公司","臺北市大安區復興南路2段291號10樓","黃振剛","1000000","1140507"
"2124","60760330","鉑策投資有限公司","臺北市信義區基隆路1段333號13樓","陳威旭","1000000","1140507"
"2125","60760346","必力達有限公司","臺北市大安區忠孝東路4段290號10樓","林秀娟","5000000","1140507"
"2126","60760351","豪也吉股份有限公司","臺北市大安區仁愛路四段85號7樓","曹明惠","16500000","1140507"
"2127","60760367","丹尼爾數位科技有限公司","臺北市大安區和平東路2段42號12樓之1","陳玠陸","2000000","1140507"
"2128","60760373","慧永續股份有限公司","臺北市內湖區內湖路1段47巷8弄12號2樓","邱鎮湘","50000","1140507"
"2129","60760388","愛光聆全方位顧問有限公司","臺北市大安區信義路4段1號2樓","張雲傑","200000","1140507"
"2130","60760394","程婧行銷有限公司","臺北市中山區建國北路3段90號1樓","程瑋倩","100000","1140507"
"2131","60760401","芋艿川投資有限公司","臺北市中正區衡陽路10號7樓","林廷陽","3000000","1140507"
"2132","60760423","沛獅力控股股份有限公司","臺北市大安區敦化南路2段76號16樓","陳建銘","13000000","1140508"
"2133","60760438","隆有電子科技有限公司","臺北市中山區復興北路486號7樓之6","劉小村","100000","1140508"
"2134","60760459","萬鼎租賃股份有限公司","臺北市士林區基河路16號2樓之5","林念慈","3000000","1140507"
"2135","60760465","竹也實業有限公司","臺北市信義區光復南路473巷1號1樓","吳翊庭","500000","1140507"
"2136","60760471","好厝咖有限公司","臺北市萬華區漢口街2段53巷16號1樓","鄔瑋庭","1000000","1140508"
"2137","60760486","惠翔蘋貿易有限公司","臺北市信義區信義路4段458號6樓","楊雯惠","1250000","1140507"
"2138","60760492","亞熙智能股份有限公司","臺北市南港區重陽路423巷1弄11號1樓","鄭紹勇","3000000","1140507"
"2139","60760508","申晨有限公司","臺北市大安區臨江街77號1樓","張嘉雯","600000","1140508"
"2140","60760514","宜禾環淨有限公司","臺北市中山區松江路315號11樓","謝麗庭","50000","1140507"
"2141","60760520","科舉大師數位科技股份有限公司","臺北市中正區館前路8號7樓","王毓仁","900000","1140508"
"2142","60760535","沐云美學有限公司","臺北市內湖區民權東路6段324號3樓","曲孝芸","200000","1140508"
"2143","60760541","金展國際有限公司","臺北市中正區南昌路1段54巷7弄5號4樓","陳元杰","1000000","1140508"
"2144","60760556","晴選有限公司","臺北市中正區信義路2段253號","周佩俞","100000","1140507"
"2145","60760562","台灣鍋林貿易股份有限公司","臺北市松山區南京東路3段346號9樓之9","髙山健康","17000000","1140508"
"2146","60760578","喜習有限公司","臺北市大同區貴德街79號1樓","林瑋婷","1000000","1140509"
"2147","60760599","翁鼎設計工程有限公司","臺北市士林區雨聲街61之1號1樓","簡薇庭","150000","1140508"
"2148","60760606","恩瑞健康管理顧問有限公司","臺北市內湖區民權東路6段180巷6號4樓","黃議瑩","500000","1140508"
"2149","60760612","朋城不動產有限公司","桃園市桃園區介壽路11之1號","阮黃碧麗","3000000","1140506"
"2150","60760628","永業國際企業有限公司","桃園市桃園區中埔里吉安一街177號10樓","賴俊佑","2000000","1140506"
"2151","60760633","群翔資訊股份有限公司","桃園市桃園區經國路525號十一樓","藍榮峯","5000000","1140506"
"2152","60760649","海央國際有限公司","桃園市中壢區領航南路三段468號4樓之7","黃彥鈞","1000000","1140506"
"2153","60760654","知湛股份有限公司","桃園市大園區三和路28巷1號（1樓）","林純伶","5000000","1140506"
"2154","60760660","智研數據分析顧問有限公司","桃園市平鎮區新富五街114號7樓","曾筱容","200000","1140506"
"2155","60760676","清禾環保有限公司","桃園市平鎮區復旦里復旦路二段128之3號4樓","姜龢芥","100000","1140506"
"2156","60760681","芃程投資有限公司","桃園市桃園區同安里藝文一街86之1號8樓","翁瑞燦","500000","1140507"
"2157","60760697","雪森活空調工程有限公司","桃園市平鎮區中庸路220號8樓","蔡恆坪","200000","1140507"
"2158","60760704","禾馭行銷有限公司","桃園市桃園區中原里宏昌十街17號4樓","莊統荃","1000000","1140507"
"2159","60760710","龍錦讚建設股份有限公司","桃園市中壢區自信里環中東路260號3樓","邱鑫瑩","20000000","1140507"
"2160","60760726","鼎旺發有限公司","桃園市桃園區汴洲里幸福路72號13樓","黃瑞蓮","200000","1140507"
"2161","60760731","湧勝投資有限公司","桃園市桃園區中原路21之1號","林麗琬","1000000","1140507"
"2162","60760747","川齊國際有限公司","桃園市中壢區月桃路28號","崔樹宇","1000000","1140507"
"2163","60760752","青寶能源有限公司","桃園市大園區菓林里三民路二段562巷62弄6號","王駿樺","3000000","1140507"
"2164","60760768","鴨鴨有喜有限公司","桃園市中壢區文化里忠孝路499號(1樓)","阮文強","1000000","1140507"
"2165","60760774","楷悅實業有限公司","桃園市大園區中華路234巷40之1號","劉里揚","1000000","1140507"
"2166","60760789","樂樂出行股份有限公司","桃園市八德區東勇北路173號","吳欣如","500000","1140512"
"2167","60760795","筑雅企業有限公司","桃園市蘆竹區南山路二段205巷22弄1號","江柏佑","6000000","1140507"
"2168","60760802","沁陽汽車有限公司","桃園市龍潭區中央街190巷6號(1樓)","曹古馵","1000000","1140507"
"2169","60760818","美好療癒有限公司","桃園市桃園區大有路401號11樓","陳婕","100000","1140507"
"2170","60760824","宸宇國際科技股份有限公司","桃園市中壢區青埔里高鐵站前西路一段268號12樓之7","温献家","100000","1140508"
"2171","60760839","水原有限公司","桃園市平鎮區工業十一路7號","張旭辰","500000","1140507"
"2172","60760845","墨沃國際有限公司","桃園市桃園區同安里中正路1092號25樓","謝宜良","500000","1140507"
"2173","60760850","諾堤克能源有限公司","桃園市中壢區春德路293號8樓","STRICKETT TOBY LEONARD","500000","1140507"
"2174","60760866","聯電台灣有限公司","桃園市中壢區內定里合圳北路二段469號","葉凱琳 Kalin Hoi Lam YIP)","4920000","1140507"
"2175","60760872","莊園建設有限公司","桃園市大園區北港里潮音一路806號","莊凱樺","1000000","1140508"
"2176","60760887","莘禾健康事業有限公司","桃園市大園區南港里園學路173號(1樓)","陳坤福","1000000","1140508"
"2177","60760893","創馥國際股份有限公司","桃園市龜山區樂善三路78號3樓","馬子揚","100100","1140508"
"2178","60760900","永富達精密機械股份有限公司","桃園市龍潭區九龍里五福街291號(1樓)","杜茂達","1050000","1140508"
"2179","60760916","天狼有限公司","桃園市桃園區中正路1092號25樓","陳姿綾","200000","1140508"
"2180","60760922","合欣鑫投資有限公司","桃園市楊梅區秀才里新江路99巷17號(1樓)","宋鳳珠","1176000","1140508"
"2181","60760937","興宏工程顧問有限公司","桃園市大溪區仁善里埔頂路1段357巷1000之2號(1樓)","褚家灃","500000","1140508"
"2182","60760943","漁你有緣餐廳股份有限公司","桃園市桃園區長安街24之1號","賴源俊","2000000","1140508"
"2183","60760958","海威實業有限公司","桃園市桃園區文化里民權路6號12樓","齊家進","200000","1140509"
"2184","60760964","程晉實業有限公司","桃園市蘆竹區宏昌街696巷2弄3號","張家偉","100000","1140508"
"2185","60760985","瑞禹股份有限公司","桃園市桃園區國際路二段65巷2之1號","徐佩如","300000","1140508"
"2186","60760991","智順強科技有限公司","桃園市桃園區同安里藝文一街86之1號15樓","林庭宇","1000000","1140508"
"2187","60761008","昕辰工業有限公司","桃園市八德區大成里廣福路175號(1樓)","張靖修","200000","1140508"
"2188","60761014","口米商業有限公司","桃園市中壢區環中東路770號11樓","徐春苗","500000","1140509"
"2189","60761020","詠靖水電有限公司","桃園市中壢區仁和里仁德五街17之2號9樓","林詠程","1000000","1140509"
"2190","60761035","翊發精密有限公司","桃園市中壢區仁福四街39號1樓","謝順發","500000","1140509"
"2191","60761041","創悅有限公司","桃園市桃園區中寧里大興西路二段20之3號2樓","張皓閔","200000","1140509"
"2192","60761056","懶洗臉生技有限公司","桃園市中壢區洽溪路215號(1樓)","柯智嘉","500000","1140509"
"2193","60761062","正翔起重有限公司","桃園市八德區福興里廣興路397巷60號(1樓)","鄭凱平","300000","1140509"
"2194","60761078","恆陽創意行銷有限公司","桃園市龍潭區高平里高楊南路238巷90弄35號","陳心誼","1000000","1140509"
"2195","60761083","寶睿智能科技有限公司","桃園市八德區瑞豐里豐吉路210號(1樓)","王勢強","300000","1140509"
"2196","60761099","合沐工程有限公司","桃園市中壢區環北路398號6樓之6","黃國華","200000","1140509"
"2197","60761106","新勝開發建設股份有限公司","桃園市桃園區北埔里中正路1395號(1樓)","原漢謙","2500000","1140513"
"2198","60761112","立祺設計有限公司","桃園市平鎮區文化街57號7樓","鄭朱惠文","500000","1140509"
"2199","60761128","李日室內裝修設計有限公司","桃園市桃園區幸福路200號三樓","李佩珊","100000","1140509"
"2200","60761133","茂熙有限公司","桃園市桃園區莊二街37號7樓之４","陳薇","100000","1140509"
"2201","60761149","呈祥興業有限公司","桃園市八德區大智里介壽路一段796號(1樓)","邱繼輝","1000000","1140509"
"2202","60761154","成嘉有限公司","桃園市桃園區經國里同安街76之1號","李逸儒","200000","1140509"
"2203","60761176","米田行銷顧問有限公司","桃園市平鎮區長沙街22巷2號","楊雅淇","50000","1140509"
"2204","60761181","睦府國際食材有限公司","桃園市蘆竹區長興路四段227巷8弄15號","陳信璋","1000000","1140509"
"2205","60761197","耀鵬科技有限公司","桃園市平鎮區平南里中豐路南勢二段460巷138號(2樓)","洪子婷","500000","1140509"
"2206","60761204","信盾工程有限公司","桃園市桃園區武陵里復興路98號八樓之3","林彥良","200000","1140509"
"2207","60761210","明軒網絡科技有限公司","桃園市八德區興仁里豐田二路90巷10號(5樓)","許諾輝","500000","1140509"
"2208","60761226","萬隆興投資有限公司","桃園市大溪區仁和里仁和二街143號","周德聰","100000","1140512"
"2209","60761231","比思軒有限公司","桃園市八德區正福街40號15樓","古淑芬","1000000","1140512"
"2210","60761247","鵬煜有限公司","桃園市八德區興隆街23巷32弄3號","鄭淑珍","10000000","1140512"
"2211","60761252","畇瑾應用有限公司","桃園市觀音區富林里15鄰六合街265號","陳威助","100000","1140512"
"2212","60761268","拿趣科技有限公司","桃園市桃園區同安里中正路1058號7樓","劉冠亨","10000","1140512"
"2213","60761274","潓鑫有限公司","桃園市中壢區新街里元化路226號10樓","王怡惠","200000","1140512"
"2214","60761289","凱勝餐飲有限公司","桃園市八德區瑞祥里介壽路二段1231號(1樓)","吳志凱","300000","1140512"
"2215","60761295","譽誠汽車有限公司","桃園市平鎮區新富里環南路二段265號3樓之7","林哲煜","500000","1140512"
"2216","60761302","合鼎國際股份有限公司","桃園市桃園區正光路423之1號4樓","朱柏郡","3000000","1140512"
"2217","60761318","賞屋創新科技有限公司","桃園市桃園區北門里三民路二段284之2號","林嵩堉","1000000","1140512"
"2218","60761324","聚星汽車有限公司","桃園市桃園區中埔里永安路999巷66號","范沛甄","1000000","1140512"
"2219","60761339","展耀機電工程有限公司","桃園市桃園區文中里3鄰力行路550巷86號3樓","黃耀德","2500000","1140512"
"2220","60761345","金辰綠能有限公司","桃園市觀音區福祥路一段247號(1樓)","邱家育","5000000","1140513"
"2221","60761350","鑫旺國際事業股份有限公司","桃園市龜山區復興北路6巷17號","李淑慧","1500000","1140513"
"2222","60761366","采軒先進材料有限公司","桃園市中壢區中正路82號10樓","劉世澐","1000000","1140513"
"2223","60761372","上禾亞生技有限公司","桃園市蘆竹區南昌路71號21樓","陳靜綺","1000000","1140513"
"2224","60761387","嶔霖綠能有限公司","桃園市中壢區延平路500號10樓之2","林冠宇","88888","1140513"
"2225","60761393","竑榮智能倉儲有限公司","桃園市楊梅區電研路190巷218號","陳宥荏","2000000","1140513"
"2226","60761400","君臨實業有限公司","桃園市平鎮區鎮興里中興路平鎮段355巷7弄32號","王麗君","300000","1140513"
"2227","60761416","遠智科技有限公司","桃園市中壢區幸福里福星五街29號(1樓)","陳正軒","100000","1140513"
"2228","60761422","聖雄實業有限公司","桃園市中壢區中美路一段18號13樓之15","張育雄","100000","1140513"
"2229","60761437","宏國不動產有限公司","桃園市桃園區龍鳳里國強七街95號1樓","林俊耀","1000000","1140513"
"2230","60761443","榮耀資本有限公司","桃園市桃園區經國路9號7樓之1","李育珊","500000","1140513"
"2231","60761458","富允企業有限公司","桃園市龜山區萬壽路二段676號2樓","鄒月雲","100000","1140513"
"2232","60761464","宜賢投資顧問有限公司","桃園市中壢區芝芭里文智路86號4樓","羅永承","100000","1140513"
"2233","60761470","偉勝金屬工程有限公司","桃園市平鎮區雙連里清泉街４４號（2樓）","鄧增偉","1000000","1140513"
"2234","60761485","遠力鋼鐵股份有限公司","桃園市觀音區樹林里工業八路35巷159號","羅國彰","50000000","1140513"
"2235","60761491","正勝汽車貿易有限公司","桃園市桃園區自強里經國路308號15樓","胡芳翎","1000000","1140513"
"2236","60761507","瑞德寶實業有限公司","桃園市桃園區中路里延壽街121之7號","蔡瑞恩","1000000","1140513"
"2237","60761513","格菲蘭貿易有限公司","桃園市蘆竹區安中街9巷3號(3樓)","林明哲","1500000","1140513"
"2238","60761529","俐泰科技股份有限公司","桃園市桃園區中山里中平路98號5樓之3","江衍良","100000","1140513"
"2239","60761534","黑躲樂有限公司","桃園市桃園區藝文一街86之6號5樓","吳芝宜","500000","1140513"
"2240","60761540","準誠股份有限公司","桃園市八德區茄明里中華路322號7樓之2","郭維義","50000","1140513"
"2241","60761555","威馳工程有限公司","桃園市八德區廣德里建國路583巷19號(1樓)","許亞傑","100000","1140513"
"2242","60761561","鈺騰科技貿易有限公司","桃園市中壢區實踐路66號","孫羽羚","2000000","1140514"
"2243","60761577","丹丹顧問有限公司","桃園市蘆竹區南祥路352號3樓","吳秀慧","1000000","1140514"
"2244","60761582","溱鼎國際藝術股份有限公司","桃園市桃園區同安里藝文一街86之2號四樓","傅麒華","40000","1140514"
"2245","60761598","玖郁國際行銷有限公司","桃園市大溪區信義路226號","謝鎧蔧","2000000","1140514"
