"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","00016576","英商飛思特有限公司","臺北市大同區延平北路一段104號10樓","陳良辰","0","1140520"
"2","00237655","阿拉伯聯合大公國商雷克瀨貿易有限公司","桃園市蘆竹區南崁路1段218號9樓之2","穆家威","0","1140506"
"3","28115664","敏節生醫股份有限公司","新竹縣竹北市生醫路二段6-2號3樓(C313-C315)","陳宣豪","2000000","1140516"
"4","29188881","奧衡科技有限公司","高雄市前鎮區復興四路10號2樓之6","陳繹仁","1000000","1140512"
"5","29188995","鍇睿科技股份有限公司","臺中市大里區東湖里中興路一段159之1號3樓","王妤甄","1000000","1140528"
"6","60635925","塔羅美觀有限公司","桃園市中壢區青溪里領航北路二段220號","李梓菲","500000","1140526"
"7","60635930","沅盛投資有限公司","桃園市桃園區江南二街35號9樓","林素如","23000000","1140526"
"8","60635946","穩甲工程有限公司","桃園市蘆竹區中興路200號","康好","1000000","1140527"
"9","60635951","聖翔興企業有限公司","桃園市八德區福興里長興一路30號18樓","鄭翔文","2000000","1140527"
"10","60635967","芸享知識科技有限公司","桃園市桃園區龍安街88號(1樓)","江宗諺","1000000","1140527"
"11","60635973","陸陸伍有限公司","桃園市平鎮區高雙里高幼路30巷30號","沈金城","2000000","1140527"
"12","60635988","萬佳興業有限公司","桃園市楊梅區高榮里快速路五段428巷101號","李冠良","500000","1140527"
"13","60635994","耀盛貿易有限公司","桃園市觀音區草漯里福昌街78號四樓之3","游春勳","2000000","1140527"
"14","60636001","景旭工程有限公司","桃園市桃園區中正里中山路690號(1樓)","邱昶濬","2000000","1140527"
"15","60636017","豪享營有限公司","桃園市平鎮區環南路2段265號3樓之7","官志賢","200000","1140527"
"16","60636023","昇馳國際貿易有限公司","桃園市蘆竹區中華街34巷12號(1樓)","廖泓閔","200000","1140527"
"17","60636038","國際策創管理顧問有限公司","桃園市中壢區內定里合圳北路13號","張文嘉","100000","1140527"
"18","60636059","胖福星土地開發有限公司","桃園市龍潭區中山里中豐路中山段181號(1樓)","余佳沛","2000000","1140527"
"19","60636065","特格氣體設備股份有限公司","桃園市龍潭區上林里民生路700巷56弄43號(1樓)","湯明姝","6000000","1140527"
"20","60636071","兆泓數位有限公司","桃園市桃園區北埔里莊敬路二段34巷57號5樓","巫秋玉","100000","1140527"
"21","60636086","妍豐建設有限公司","桃園市八德區大正里正福街40號15樓","賴妍柔","100000","1140527"
"22","60636092","盛宇機電工程有限公司","桃園市龜山區中興里自強西路364巷3號2樓","明振宇","500000","1140527"
"23","60636109","秝廷國際有限公司","桃園市大園區橫峰里中正東路375之1及375之2號(1樓)","鄭秉峰","200000","1140527"
"24","60636115","得富貿易實業有限公司","桃園市桃園區桃鶯路249巷13號(1樓)","陳庭威","2000000","1140527"
"25","60636121","達益精密有限公司","桃園市八德區永豐里開隆街76巷12弄1號(1樓)","黃世欽","1000000","1140527"
"26","60636136","大超有限公司","桃園市桃園區同安里藝文一街86之6號5樓","鍾明叡","500000","1140527"
"27","60636157","路加國際家居股份有限公司","桃園市桃園區大興里春日路983號","蔣學正","1000000","1140527"
"28","60636163","青埔大象股份有限公司","桃園市中壢區高鐵站前西路二段57號","蔡宛真","5000000","1140527"
"29","60636179","創想雲科技有限公司","桃園市桃園區同安里藝文一街86之2號4樓","耿遵瑞","500000","1140527"
"30","60636190","言華科技有限公司","桃園市平鎮區高雙里長安路582號(1樓)","葉雲壕","500000","1140528"
"31","60636207","中華薪創文化傳媒有限公司","桃園市八德區公園路138號14樓","劉軒伶","300000","1140528"
"32","60636229","經緯國際物流有限公司","桃園市蘆竹區南崁路一段18號（2樓）","王義龍","5000000","1140528"
"33","60636234","銘鍊科技股份有限公司","桃園市中壢區延平路500號10樓之4","徐錦容","1000000","1140528"
"34","60636240","開卷圖書數位科技有限公司","桃園市中壢區仁祥里華祥一街5號(1樓)","張定瑋","200000","1140528"
"35","60636255","洗雲科技股份有限公司","桃園市中壢區中建里中央西路1段1號4樓","蔡尚志","3000000","1140528"
"36","60636261","飛訊移動科技有限公司","桃園市蘆竹區南崁路265號6樓之6","黃配序","500000","1140528"
"37","60636282","鉅遊工程有限公司","桃園市桃園區同安里藝文一街86之2號4樓","周冠宇","500000","1140528"
"38","60636298","欣視界國際有限公司","桃園市蘆竹區中正路109巷58號","謝欣堯","1000000","1140528"
"39","60636305","日玥訢晨有限公司","桃園市八德區大和里金和路12號5樓","洪洛妍","1000000","1140528"
"40","60636311","偉爾服務有限公司","桃園市桃園區中正路1221號10樓","張琬容","1000000","1140528"
"41","60636327","雅樂國際有限公司","桃園市桃園區中寧里22鄰大興西路二段6號4樓之5","黃于瑄","1000000","1140528"
"42","60636332","鑽元投資股份有限公司","桃園市桃園區大有路792之1號","温佳穎","18000000","1140528"
"43","60636348","宬忻有限公司","桃園市蘆竹區南崁路一段83號18樓之4","楊鈞淳","1000000","1140528"
"44","60636353","宏遠科技驗屋有限公司","桃園市楊梅區金溪里金溪路221號(1樓)","黃少君","50000","1140528"
"45","60636369","翔頙人事顧問有限公司","桃園市蘆竹區營福里中山路158巷1弄2之1號9樓","黃立穎","600000","1140528"
"46","60636375","宏遠驗屋工程檢測有限公司","桃園市楊梅區楊明里新農街469之6號（2樓）","黃少君","100000","1140528"
"47","60636380","老天爺股份有限公司","桃園市蘆竹區南崁里經國路898號9樓","楊詠傑","40000","1140528"
"48","60636403","寓品苑室內裝修有限公司","桃園市桃園區龍壽里龍泉二街63號","蔡苑靈","200000","1140528"
"49","60667480","沐村設計有限公司","桃園市中壢區金華里環北路358號8樓之3","范祐寧","100000","1140529"
"50","60667524","家宏興業有限公司","桃園市中壢區光明里新明路149號（2樓）","呂柏凱","2000000","1140529"
"51","60667566","富昱生技有限公司","桃園市中壢區中正里榮安一街236號","王湘緹","100000","1140529"
"52","60667572","阡祐實業有限公司","桃園市中壢區三民里中正路1118號(一樓)","陳垟曀","2000000","1140529"
"53","60667593","路易資產投資有限公司","桃園市中壢區五權里環西路113號(二樓)","劉知諭","7000000","1140529"
"54","60667600","東華植萃有限公司","桃園市中壢區延平路500號12樓之3","陳子洋","500000","1140529"
"55","60667637","希波克拉底股份有限公司","桃園市龜山區迴龍里萬壽路一段161號7樓之2","陳國維","500000","1140529"
"56","60690237","艾派克斯智能科技有限公司","新北市板橋區文化路2段285號21樓","蕭敬庭","2000000","1140506"
"57","60690243","森瀚空間設計有限公司","新北市中和區宜安路173號3樓","林青江","2000000","1140506"
"58","60690258","至駿有限公司","新北市板橋區民權路202巷17弄60號(3樓)","邱麒燐","1000000","1140506"
"59","60690264","雄奇企業有限公司","新北市土城區青雲路273號5樓","徐宗昔","2000000","1140506"
"60","60690270","弋禾室內裝修設計有限公司","新北市蘆洲區民生街107巷6號4樓","王子杰","6000000","1140506"
"61","60690285","莯禾設計有限公司","新北市中和區景平路420號9樓","陳曉蓉","1000000","1140506"
"62","60690291","上上育樂有限公司","新北市淡水區八勢路50巷5弄16號","陳泓","100000","1140506"
"63","60690308","昱翔行銷有限公司","新北市板橋區中山路1段10號9樓","康家瑄","50000","1140506"
"64","60690314","冠利實業有限公司","新北市板橋區金門街82巷6號5樓","張志成","3000000","1140506"
"65","60690320","飛衛有限公司","新北市土城區學士路153號8樓","李庭瑩","3000000","1140506"
"66","60690335","川凌國際有限公司","新北市板橋區華江一路76號(1樓)","詹濬誠","500000","1140506"
"67","60690341","呈鎰金屬有限公司","新北市板橋區重慶路245巷52弄18號","陳俊融","1000000","1140506"
"68","60690356","釷帝工程有限公司","新北市土城區學府路1段68巷2弄10號7樓","戴素珍","200000","1140506"
"69","60690362","富利昇開發股份有限公司","新北市新莊區榮華路2段119號8樓","許明興","30000000","1140506"
"70","60690378","誠鴻發建設股份有限公司","新北市板橋區文化路1段266號18樓","魏淑蓮","36000000","1140506"
"71","60690383","世宸整合行銷有限公司","新北市中和區勝利路35巷4號2樓","徐瑞陽","500000","1140506"
"72","60690399","世界通汽車拖吊有限公司","新北市永和區自強街12之1號2樓","戴國霖","2000000","1140506"
"73","60690412","樂特酷行銷顧問有限公司","新北市三重區成功路100號13樓","任德緯","100000","1140506"
"74","60690428","一羽一會股份有限公司","新北市永和區中和路345號10樓之4","龍滿裕美","500000","1140506"
"75","60690433","奕燐創意行銷有限公司","新北市新莊區五權一路8樓之1","黃威達","100000","1140506"
"76","60690449","逸昇國際有限公司","新北市三重區中正北路411巷28號6樓之2","莊仲楷","100000","1140506"
"77","60690454","合升金有限公司","新北市土城區水源街81巷16號3樓","徐榮冠","1000000","1140506"
"78","60690460","智雲投資有限公司","新北市板橋區新海路170號4樓","蔡智鴻","5000000","1140506"
"79","60690476","絕妙高爾夫事業有限公司","新北市中和區連城路65巷10號(1樓)","劉郁雯","100000","1140506"
"80","60690481","浤森室內設計有限公司","新北市八里區商港二路29之1號2樓","吳崇宇","2000000","1140506"
"81","60690497","巨麒工程有限公司","新北市三峽區中華路75巷11號4樓之2","陳鉉錩","1000000","1140507"
"82","60690503","綠方程股份有限公司","新北市新店區民權路108號地下一層","普大中","100000","1140507"
"83","60690519","愛義之心有限公司","新北市永和區保生路1號20樓","蔣雅淇","168000","1140507"
"84","60690525","灃圓科技股份有限公司","新北市三重區光復路2段102巷1之4號","李主清","18000000","1140507"
"85","60690530","融境創相有限公司","新北市新莊區中原路518號6樓之3","許金諺","1000000","1140507"
"86","60690546","三六九企業有限公司","新北市板橋區大同街8巷6號5樓","陳明興","3000000","1140507"
"87","60690551","鴻毅有限公司","新北市五股區成泰路3段577巷23號(1樓)","程懿淳","500000","1140507"
"88","60690567","寓寓日禾室內裝修有限公司","新北市林口區竹林路326巷3號(1樓)","黃凱青","250000","1140507"
"89","60690573","雅古科技有限公司","新北市三重區集智街68號(1樓)","古向前","500000","1140507"
"90","60690588","俊佑工業有限公司","新北市土城區中央路1段365巷27弄11號","鄭淑惠","1280000","1140507"
"91","60690594","甯芯精品有限公司","新北市淡水區水源街2段177巷104號6樓","陳淑芳","50000","1140507"
"92","60690601","荷米斯風險資產管理有限公司","新北市板橋區文化路2段285號21樓","吳文偉","300000","1140507"
"93","60690617","心心向榮有限公司","新北市板橋區重慶路33號(1樓)","康心心","4500000","1140507"
"94","60690623","霆訊科技有限公司","新北市三重區新北大道1段129號4樓","曾于娟","200000","1140507"
"95","60690659","坤宇車業有限公司","新北市中和區員山路512之5號4樓","陳清泰","500000","1140507"
"96","60690665","通順電腦有限公司","新北市樹林區大安路111巷2號","方奕捷","500000","1140507"
"97","60690671","豐尚企業有限公司","新北市板橋區溪崑二街108號2樓","蔡旻芳","1000000","1140507"
"98","60690686","奇鑫膠業有限公司","新北市新莊區福壽街149號2樓","謝武輯","1000000","1140507"
"99","60690692","馬克閎有限公司","新北市土城區水源街18號3樓","陳詩閎","200000","1140507"
"100","60690709","智凌科技有限公司","新北市中和區復興路294號3樓","徐世峯","200000","1140507"
"101","60690715","尚苙有限公司","新北市土城區明德路1段41號14樓","陳孟菁","100000","1140508"
"102","60690721","德耀工程顧問有限公司","新北市板橋區香社一路6號10樓","郭俊德","500000","1140508"
"103","60690736","多花點有限公司","新北市蘆洲區中山二路127號","陳映蓉","300000","1140508"
"104","60690742","沃峰有限公司","新北市三重區信義街80號(1樓)","嚴文謙","500000","1140508"
"105","60690757","汪紀有限公司","新北市板橋區莊敬路140巷10號","紀千蕙","700000","1140508"
"106","60690763","田騰國際有限公司","新北市汐止區新台五路1段106號18樓","孫荻堯","100000","1140508"
"107","60690779","詳揚興業有限公司","新北市中和區華順街30巷16號4樓之3","張甯貽","1000000","1140508"
"108","60690784","筌華工程有限公司","新北市中和區中山路2段296號7樓之5","鄭淑華","1000000","1140508"
"109","60690790","淬灯心有限公司","新北市三重區重陽路2段60號(1樓)","馮俊傑","1000000","1140508"
"110","60690807","和興建設股份有限公司","新北市土城區中山路2段282號","黃仁和","25000000","1140508"
"111","60690813","養生能量有限公司","新北市五股區新城八路408號(1樓)","施立明","2000000","1140508"
"112","60690829","澄花漾錦有限公司","新北市中和區秀峰街103巷3弄1號2樓","陳姵穎","100000","1140508"
"113","60690834","名譽裝潢工程有限公司","新北市板橋區中山路一段10號11樓","李名玉","1000000","1140508"
"114","60690840","寶鼎牛角工藝有限公司","新北市三重區大同南路230巷6弄1號","許振斌","1000000","1140508"
"115","60690855","金晨運有限公司","新北市中和區景德街88號","卓玠志","50000","1140508"
"116","60690861","需要載劇有限公司","新北市中和區連城路99巷7號2樓","張庭翡","1000000","1140509"
"117","60690877","天相國際顧問有限公司","新北市樹林區佳園路1段41巷7號9樓","胡雪芳","1000000","1140508"
"118","60690882","強睿企業有限公司","新北市三峽區二鬮路136巷24弄69號8樓","張翔淯","1000000","1140508"
"119","60690898","睿聚企業有限公司","新北市三峽區二鬮路136巷24弄69號8樓","張祐誠","1000000","1140508"
"120","60690905","詠緁療癒教學培育有限公司","新北市新店區北新路2段262號3樓之3","趙采榛","100000","1140508"
"121","60690911","日清一環境維護有限公司","新北市新店區三民路75巷9弄8號3樓","嚴厚傑","100000","1140508"
"122","60690932","祈豐有限公司","新北市新莊區中正路287號8樓之2","李郁憲","100000","1140508"
"123","60690948","三懿環保有限公司","新北市板橋區大觀路2段7巷110號(1樓)","林俊夆","1000000","1140509"
"124","60690953","光影印刷有限公司","新北市中和區中正路866之9號6樓","許芝茵","3000000","1140508"
"125","60690969","沅玖設計有限公司","新北市五股區五權路13號5樓","顏瑜萱","50000","1140508"
"126","60690975","康裕投資有限公司","新北市三重區重新路5段609巷10號10樓之2","張嘉雯","3000000","1140508"
"127","60690980","瑞記有限公司","新北市淡水區樹梅坑34號4樓","劉慶男","500000","1140508"
"128","60690996","愛瑞股份有限公司","新北市中和區景平路666號3樓","洪景陽","3000000","1140508"
"129","60691003","春水興股份有限公司","新北市土城區中央路4段76之7號4樓","胡舜元","3000000","1140509"
"130","60691019","雅樂整合行銷有限公司","新北市三重區光復路1段30巷62號(1樓)","邱震","100000","1140508"
"131","60691025","祐均工程有限公司","新北市新莊區思源路287巷2弄21號2樓","吳芷儀","1000000","1140508"
"132","60691030","禾茗實業有限公司","新北市深坑區北深路3段155巷17號3樓","葉榮月","300000","1140508"
"133","60691046","窩客站前商務中心有限公司","新北市板橋區中山路1段1號23樓","張家樑","7500000","1140508"
"134","60691051","睿準有限公司","新北市中和區中山路2段332巷13號12樓","王秋閔","200000","1140509"
"135","60691067","國格技研股份有限公司","新北市樹林區武林街3之5號","鄧淑貞","6000000","1140509"
"136","60691073","艾斯快克研發有限公司","新北市土城區金城路3段33巷8號6樓之1","徐傑宇","1000000","1140512"
"137","60691088","竣昇數位網建科技有限公司","新北市新店區新生街53號3樓","陳柏堯","600000","1140509"
"138","60691094","順天利國際投資有限公司","新北市板橋區民生路1段33號8樓之2","郭春利","2500000","1140509"
"139","60691101","傑英科技有限公司","新北市三重區重新路5段637號4樓","賴世傑","250000","1140509"
"140","60691117","昊龍興業有限公司","新北市林口區工六路40之2號(1樓)","李世名","300000","1140509"
"141","60691123","黑雨設計有限公司","新北市林口區文林六街62巷17號5樓","李韋岑","100000","1140509"
"142","60691138","青制設計有限公司","新北市土城區青雲路330之1號(1樓)","高大裕","1000000","1140509"
"143","60691159","路可投資有限公司","新北市三重區福隆路121號3樓","黃朝柄","8000000","1140509"
"144","60691165","恆創建築行銷股份有限公司","新北市林口區文化三路277號8樓","余慎航","3000000","1140509"
"145","60691171","永安興工程有限公司","新北市三重區重陽路2段49號2樓","陳卜菁","105000","1140509"
"146","60691186","宇宸創新股份有限公司","新北市中和區景平路453號2樓","彭慎翔","5000000","1140509"
"147","60691192","妘澄有限公司","新北市土城區中央路1段152號5樓","林文郁","100000","1140509"
"148","60691209","同璽投資有限公司","新北市板橋區雙十路3段29號3樓之3","黃俊堯","10000000","1140509"
"149","60691215","晟博智慧科技有限公司","新北市林口區東明一街1巷19號(1樓)","陳朝榮","1000000","1140509"
"150","60691221","豐壘機電工程有限公司","新北市板橋區大觀路2段37巷290號(1樓)","張上祜","1000000","1140509"
"151","60691236","翔璿室內裝修有限公司","新北市三重區重新路4段57號3樓之1","張家祥","1680000","1140509"
"152","60691242","綠友友國際開發股份有限公司","新北市泰山區新北大道6段462號9樓","謝宇琪","1000000","1140512"
"153","60692050","綠石應用材料股份有限公司","臺南市安南區科技三路106號1樓","羅皓鴻","6000000","1140430"
"154","60692066","雨田顧問有限公司","臺南市東區東明里東寧路201巷28號","陳穎新","100000","1140501"
"155","60692072","晟昊工程有限公司","臺南市中西區五條港里西門路2段351號12樓","劉矩言","250000","1140501"
"156","60692087","捷泰科技服務有限公司","臺南市中西區郡王里樹林街2段68號1樓","陳宇昇","2000000","1140501"
"157","60692093","秋廘投資有限公司","臺南市南區樹林街2段426號3樓","張惠綺","110000","1140501"
"158","60692100","高展車業有限公司","臺南市東區和平里東門路3段212號","許仁澤","500000","1140501"
"159","60692116","沐勳工程有限公司","臺南市中西區金華路3段230號3樓之1","李祖賢","200000","1140502"
"160","60692122","可湛有限公司","臺南市北區福德里1鄰育賢街88號19樓之5","闕韶瑩","100000","1140502"
"161","60692143","寶麗金貿易有限公司","臺南市安南區溪心里安吉路2段117號1樓","林勝超","1288888","1140502"
"162","60692158","喜樂馬租賃有限公司","臺南市新市區新和里富強路49號1樓","林紋生","200000","1140502"
"163","60692164","先鋒除蟲股份有限公司","臺南市北區北華里公園路229號","林巖樺","4000000","1140505"
"164","60692170","凰善有限公司","臺南市南區體育路43巷45-4號","黃致偉","400000","1140502"
"165","60692185","鈞裕酒業有限公司","臺南市永康區塩行里中正路690號","康承騰","1000000","1140502"
"166","60692191","立寶生技股份有限公司","臺南市安南區州南里安和路4段247號2樓","吳家寶","1000000","1140502"
"167","60692208","艾彼室內設計有限公司","臺南市安平區平安里安平路500巷15-2號2樓","王珈晞","300000","1140502"
"168","60692214","宅窩設計有限公司","臺南市安南區海中街77巷45弄52號2樓","李佳芳","100000","1140502"
"169","60692220","雄鼎開發有限公司","臺南市南區開南里新建路37巷2號14樓之3","林傳翌","1000000","1140505"
"170","60692235","萬澳制所室內設計有限公司","臺南市北區雙安里臨安路2段129號2樓","黃聖文","660000","1140505"
"171","60692256","貝偲特國際旅行社有限公司","臺南市永康區東橋七路191號3樓之9","邱柏翰","6000000","1140505"
"172","60692262","好博室有限公司","臺南市北區大光里北門路2段547巷45號","鄭婷云","100000","1140505"
"173","60692278","歸仁有限公司","臺南市歸仁區文化十二街76巷5號1樓","黃清政","250000","1140505"
"174","60692283","集拾味股份有限公司","臺南市歸仁區武東里歸仁十三路1段115號1樓","張惠婷","2000000","1140505"
"175","60692299","邑鍇科技有限公司","臺南市關廟區五甲里五權街2巷3號1樓","徐良村","500000","1140505"
"176","60692404","怡鑠有限公司","高雄市新興區中山一路14號9樓之10","王乃怡","500000","1140430"
"177","60692468","皇齊建設有限公司","高雄市大樹區力行街7號7樓之5","張金安","100000","1140430"
"178","60692489","強尼聯合運動有限公司","高雄市鼓山區美術南一街196號1樓","郭育豪","1000000","1140430"
"179","60692495","日昌專業五金有限公司","高雄市三民區唐山街77號1樓","周利益","3000000","1140430"
"180","60692517","堋凡汽車有限公司","高雄市三民區大豐二路305號1樓","許皓銘","1000000","1140501"
"181","60692523","耀漢汽車材料有限公司","高雄市三民區九如二路583號8樓之2","蔡宗翰","500000","1140430"
"182","60692538","光煦國際有限公司","高雄市新興區民生一路56號14樓之8","黎光中","500000","1140430"
"183","60692559","序野商業有限公司","高雄市路竹區仁愛路94號1樓","蘇志揚","195000","1140430"
"184","60692565","空白創造有限公司","高雄市新興區民權一路251號27樓","戴宛宣","100000","1140430"
"185","60692586","知識無限有限公司","高雄市三民區明賢街59號2樓","顏廷叡","1007800","1140430"
"186","60692592","賦餘實業有限公司","高雄市前鎮區凱旋三路27號","張芸瑄","200000","1140430"
"187","60692609","富繹投資有限公司","高雄市梓官區赤崁東路315巷38號2樓","蘇聰俊","1200000","1140501"
"188","60692615","邦尼美學有限公司","高雄市三民區鼎金二巷8之9號","魏政弘","500000","1140501"
"189","60692621","百鍍車體鍍膜包膜有限公司","高雄市三民區民族一路157之2號","蔡宗佑","300000","1140501"
"190","60692636","環瓏企業有限公司","高雄市苓雅區自強三路3號30樓之1","陳泓誠","5000000","1140501"
"191","60692642","欣達不動產仲介有限公司","高雄市鳳山區鳳南一路25、27號1樓","施小珍","1000000","1140501"
"192","60692657","皇睿建設有限公司","高雄市大樹區力行街7號7樓之5","張金安","100000","1140501"
"193","60692663","東易貿易有限公司","高雄市苓雅區四維四路199號5樓之3","林佳政","500000","1140501"
"194","60692679","星聯工程科技有限公司","高雄市前鎮區一心一路243號10樓之2","林宸宇","2000000","1140502"
"195","60692684","廣信運輸股份有限公司","高雄市三民區博愛一路287號4樓","許丞逸","2200000","1140502"
"196","60692707","時選製物有限公司","高雄市旗津區海岸路10號","陳依寧","300000","1140502"
"197","60692713","富閎興業有限公司","高雄市大寮區林厝路19之2號","鍾永政","1000000","1140502"
"198","60692729","傑眾有限公司","高雄市新興區和平一路199號12樓","陳聖傑","2000000","1140502"
"199","60692734","貳伍陸貳工程有限公司","高雄市三民區堯山街129巷22號2樓","陳盈蓁","2000000","1140502"
"200","60692740","奇跡電商有限公司","高雄市前鎮區一心二路119號9樓之7","柳威邦","100000","1140502"
"201","60692755","佑秝配管工程有限公司","高雄市路竹區環球路390號1樓","馬健誌","1000000","1140502"
"202","60692761","浩瀚水事業有限公司","高雄市前鎮區中華五路1005號","魏約翰","1000000","1140502"
"203","60692777","榮琴投資股份有限公司","高雄市三民區有光路213號17樓","涂嘉宇","103000","1140502"
"204","60692782","新榮投資股份有限公司","高雄市三民區覺民路336號12樓之2","涂曜宇","103000","1140505"
"205","60692798","福圓生命禮儀有限公司","高雄市前鎮區中山二路91號17樓之8","徐櫻榕","100000","1140505"
"206","60692805","頂原工程有限公司","高雄市苓雅區福德一路196號","吳俊慶","1000000","1140505"
"207","60692811","匯策整合行銷有限公司","高雄市新興區六合路182號13樓","劉沛妤","100000","1140505"
"208","60692827","星粲國際有限公司","高雄市左營區立文路77號13樓之1","唐立緯","600000","1140505"
"209","60692832","耀發鋁板模有限公司","高雄市楠梓區裕昌街49巷17號","楊施瑩","500000","1140505"
"210","60692848","瀛翰企業有限公司","高雄市三民區博愛一路111號4樓","李柏翰","100000","1140505"
"211","60692853","綿延有限公司","高雄市小港區中鋼路72號","陳莉華","250000","1140505"
"212","60692869","培峰有限公司","高雄市左營區裕誠路439號","利駿岳","1000000","1140505"
"213","60692875","玉水生活百貨有限公司","高雄市楠梓區楠梓路39號1樓","陳麗蓮","1000000","1140505"
"214","60692880","沐寬國際股份有限公司","高雄市新興區南華路136號7樓","蔡肇洋","10000000","1140505"
"215","60692896","彼陌工事室內裝修有限公司","高雄市苓雅區正義路3巷10號2樓","陳柏谷","500000","1140505"
"216","60692903","開濔國際有限公司","高雄市左營區重信路608號2樓","李欣蓓","500000","1140505"
"217","60692919","巧屋室內裝修有限公司","高雄市鼓山區華泰路260號地下層","黃家偉","100000","1140505"
"218","60692925","鑫鑫鑫企業有限公司","高雄市苓雅區苓雅一路410巷42號1樓","丁正豪","500000","1140505"
"219","60692930","旭泰光能有限公司","高雄市三民區華德街11號","郭世賢","200000","1140505"
"220","60692946","彩豐美化企業有限公司","高雄市橋頭區經武路1052號9樓","陳秉嬅","1000000","1140505"
"221","60692951","祐奕有限公司","高雄市鳳山區圓茂路202巷40號1樓","李柏毅","200000","1140505"
"222","60692967","崴晟廣告有限公司","高雄市小港區中安路718號1樓","孫進明","500000","1140505"
"223","60692973","胤傑企業有限公司","高雄市前鎮區一心二路33號10樓","徐英傑","1000000","1140505"
"224","60692988","瑞煌生技食品股份有限公司","高雄市三民區鼎新路63號","陳慧菁","3000000","1140505"
"225","60692994","誠殷管理顧問有限公司","高雄市橋頭區新中三街1號","湯雅竣","100000","1140505"
"226","60693001","肆矩制作設計有限公司","高雄市林園區溪州里溪州一路216巷15弄11號1樓","吳祐頡","100000","1140505"
"227","60693017","敬耀投資股份有限公司","高雄市鼓山區美術東五路178號","郭敏能","1000000","1140506"
"228","60693023","泓騰工程有限公司","高雄市左營區文天路128號3樓","陳賢益","2000000","1140506"
"229","60693038","栩煦能量生技有限公司","高雄市鳳山區海涵路580號2樓","吳煦栩","1000000","1140506"
"230","60693059","元翔工程有限公司","高雄市小港區福隆街96號","劉柏榮","100000","1140506"
"231","60693065","可以文創展演有限公司","高雄市前鎮區一心一路243號10樓之4","林宛萱","1000000","1140506"
"232","60693071","安芯投資有限公司","高雄市苓雅區中正二路175號5樓之3","謝志杰","100000","1140506"
"233","60693109","懂得有限公司","高雄市左營區勝利路87號","李汶容","300000","1140506"
"234","60693115","富友電訊有限公司","高雄市大寮區會和二街35號","嚴致強","1000000","1140506"
"235","60693121","小滿空間設計有限公司","高雄市仁武區八德中路89號3樓","劉歆愛","300000","1140506"
"236","60693136","鉉果科技有限公司","高雄市前鎮區中山二路2號13樓之3","黃琮育","200000","1140506"
"237","60693142","大專投資有限公司","高雄市鳳山區中山東路380巷130號9樓之1","呂立韋","9000000","1140506"
"238","60693157","長昇消防有限公司","高雄市仁武區永田街9號1樓","陳照介","1000000","1140506"
"239","60693163","二分埔國際貿易有限公司","高雄市新興區民生一路56號14樓之8","周尚頤","500000","1140509"
"240","60693179","高盛資融有限公司","高雄市鳳山區光復路二段219號1樓","翁祥策","100000","1140506"
"241","60693184","尚豪工程有限公司","高雄市彌陀區南寮路18號1樓","陳李素鳳","1000000","1140506"
"242","60693190","特佳工程有限公司","高雄市三民區博愛一路289號1樓","徐碧錠","2000000","1140506"
"243","60693207","展宇國際貿易股份有限公司","高雄市三民區十全二路329號1樓","林佑庭","500000","1140507"
"244","60693213","富園有限公司","高雄市三民區九如二路597號4樓之3","陳俊村","4500000","1140507"
"245","60693234","富安興業有限公司","高雄市梓官區梓官路173號2樓","陳家軒","1000000","1140507"
"246","60693240","專新工程有限公司","高雄市小港區桂州街48號1樓","許怡君","30000","1140507"
"247","60693255","甡譽興業有限公司","高雄市鼓山區中華一路988號1樓","莊宗勲","100000","1140507"
"248","60693261","民安系整有限公司","高雄市楠梓區宏毅二路南4巷3號","鄭震崇","200000","1140507"
"249","60693277","鑫禾豐投資股份有限公司","高雄市仁武區仁雄路6之1號2樓","李宗鑫","1000000","1140507"
"250","60693282","椰樓有限公司","高雄市杉林區清水路合興巷17號","黃柏翔","100000","1140507"
"251","60693298","金辰醫療器材有限公司","高雄市前鎮區中山二路91號17樓之8","吳沛馨","1000000","1140507"
"252","60693305","賽博互動有限公司","高雄市三民區博愛一路287號7樓","邱愉婷","100000","1140507"
"253","60693311","佑麟有限公司","高雄市左營區新庄仔路614號2樓","黃佑麟","5000000","1140507"
"254","60693327","新力旺行銷有限公司","高雄市左營區立文路77號13樓之1","簡乙傑","500000","1140507"
"255","60693332","百事達單車有限公司","高雄市楠梓區朝明路116巷68號","吳秀君","150000","1140507"
"256","60693348","王韋有限公司","高雄市鼓山區中華一路163巷27號","劉明逢","200000","1140507"
"257","60693353","穩貿新創貿易有限公司","高雄市前鎮區中山二路2號13樓之3","謝紘睿","50000","1140507"
"258","60693369","德樺有限公司","高雄市新興區民生一路56號14樓之8","陳詩婷","500000","1140507"
"259","60693375","沐藝設計有限公司","高雄市左營區文慈路265巷2號3樓之1","曾秀雯","500000","1140507"
"260","60693380","伊三五未有限公司","高雄市苓雅區興忠一路215號1樓","吳美慧","100000","1140507"
"261","60693396","志勝空調工程有限公司","高雄市小港區山明路391巷5號","蔡永欽","200000","1140508"
"262","60693403","兆陽綠能有限公司","高雄市岡山區岡山路267號6樓","李佳螢","10000","1140508"
"263","60693419","悅筑有限公司","高雄市新興區忠孝一路41號2樓","蘇芳儀","1000000","1140508"
